filename,title,author,pubLocation,pubDate,mainGenre,element
behn.emperor.xml,"The Emperor of the Moon, 1688","Behn, Aphra",London,1688,G.drama,Brokad de or
behn.emperor.xml,"The Emperor of the Moon, 1688","Behn, Aphra",London,1688,G.drama,Vice-Reigne
behn.nun.xml,"History of the Nun, 1689","Behn, Aphra",London,1689,G.fiction,Spahee
behn.patient.xml,"Sir Patient Fancy, 1678","Behn, Aphra",London,1678,G.drama,Ton d'apamibominus Prosiphe Podis Ochus Achilleus
behn.patient.xml,"Sir Patient Fancy, 1678","Behn, Aphra",London,1678,G.drama,Philosophemur
behn.patient.xml,"Sir Patient Fancy, 1678","Behn, Aphra",London,1678,G.drama,Scavantissimi Doctores
behn.patient.xml,"Sir Patient Fancy, 1678","Behn, Aphra",London,1678,G.drama,Creat Crandfather Hadam
behn.patient.xml,"Sir Patient Fancy, 1678","Behn, Aphra",London,1678,G.drama,Creat Crandmother Heeve
behn.patient.xml,"Sir Patient Fancy, 1678","Behn, Aphra",London,1678,G.drama,Happell
behn.patient.xml,"Sir Patient Fancy, 1678","Behn, Aphra",London,1678,G.drama,Ick quam Van Neder Landt te spreken End helpen Van Pocken end ander gebreken
cassan.poems.xml,"Poems, 1806","Cassan, Sarah (Mears)",London,1806,G.verse,reedle
cassan.poems.xml,"Poems, 1806","Cassan, Sarah (Mears)",London,1806,G.verse,deelicate
cassan.poems.xml,"Poems, 1806","Cassan, Sarah (Mears)",London,1806,G.verse,deelicacy
cassan.poems.xml,"Poems, 1806","Cassan, Sarah (Mears)",London,1806,G.verse,deevil
cassan.poems.xml,"Poems, 1806","Cassan, Sarah (Mears)",London,1806,G.verse,meenute
cassan.poems.xml,"Poems, 1806","Cassan, Sarah (Mears)",London,1806,G.verse,aboot
cassan.poems.xml,"Poems, 1806","Cassan, Sarah (Mears)",London,1806,G.verse,deevil's
cassan.poems.xml,"Poems, 1806","Cassan, Sarah (Mears)",London,1806,G.verse,mooth
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,tout ensemble
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,ma chere
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,enfant gÃ¢tÃ©
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,et je vous assure que je m'ennuie beaucoup c'est bien triste
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,elle badine
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,naÃ¯vetÃ©
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,sous
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,gratis
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,etourderie
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,entre nous
clark.esquimaux01.xml,"The Esquimaux; or, Fidelity (vol. 1), 1819","Clark, Emily Frederick",London,1819,,monsieur le capitaine
clark.esquimaux02.xml,"The Esquimaux; or, Fidelity (vol. 2), 1819","Clark, Emily Frederick",London,1819,,tÃªte-Ã -tÃªte
clark.esquimaux02.xml,"The Esquimaux; or, Fidelity (vol. 2), 1819","Clark, Emily Frederick",London,1819,,naÃ¯vetÃ©
clark.esquimaux02.xml,"The Esquimaux; or, Fidelity (vol. 2), 1819","Clark, Emily Frederick",London,1819,,ma chere amie
clark.esquimaux02.xml,"The Esquimaux; or, Fidelity (vol. 2), 1819","Clark, Emily Frederick",London,1819,,adieu
clark.esquimaux02.xml,"The Esquimaux; or, Fidelity (vol. 2), 1819","Clark, Emily Frederick",London,1819,,rencontre
clark.esquimaux02.xml,"The Esquimaux; or, Fidelity (vol. 2), 1819","Clark, Emily Frederick",London,1819,,ennui
clark.esquimaux02.xml,"The Esquimaux; or, Fidelity (vol. 2), 1819","Clark, Emily Frederick",London,1819,,triste
clark.esquimaux03.xml,"The Esquimaux; or, Fidelity (vol. 3), 1819","Clark, Emily Frederick",London,1819,G.fiction,darter
clark.esquimaux03.xml,"The Esquimaux; or, Fidelity (vol. 3), 1819","Clark, Emily Frederick",London,1819,G.fiction,misfortins
clark.esquimaux03.xml,"The Esquimaux; or, Fidelity (vol. 3), 1819","Clark, Emily Frederick",London,1819,G.fiction,Jarman
clark.esquimaux03.xml,"The Esquimaux; or, Fidelity (vol. 3), 1819","Clark, Emily Frederick",London,1819,G.fiction,Jarmany
clark.esquimaux03.xml,"The Esquimaux; or, Fidelity (vol. 3), 1819","Clark, Emily Frederick",London,1819,G.fiction,enow
clark.esquimaux03.xml,"The Esquimaux; or, Fidelity (vol. 3), 1819","Clark, Emily Frederick",London,1819,G.fiction,Lunnun
cooper.address.xml,"An Address to the People of Wapping and its Environs, 1770","Cooper, Mrs.",London,1770,G.verse,Bendoras
cowley.dupe.xml,"Who's the Dupe?, 1813","Cowley, Hannah (Parkhouse)",London,1813,G.drama,Larning
cowley.dupe.xml,"Who's the Dupe?, 1813","Cowley, Hannah (Parkhouse)",London,1813,G.drama,larned
cowley.dupe.xml,"Who's the Dupe?, 1813","Cowley, Hannah (Parkhouse)",London,1813,G.drama,Noddle
cushing.saratoga2.xml,"Saratoga; a Tale of the Revolution (vol. 2), 1824","Cushing, Eliza Lanesford",Boston,1824,G.fiction,'bit shealing
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Prig
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Prigster
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Bubble
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Caravan
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Pure Tackle
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Buttock
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Purest pure
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Sealers
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Putts
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Equipp
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Bolter
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Lug out
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Scamper
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,rub
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,scowre
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Ready
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Rhino
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Coal
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Darby
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Meggs
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Smelts
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Hoggs
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Decus
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Tathers
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Fambles
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Tatts
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Doctors
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Bowsy
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Smoaky
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Progg
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Cleare
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Banter
evelyn.foppensis.xml,"Mundus Foppensis: or the Fop Displayed, 1691","Evelyn, Mary",London,1691,G.verse,Cut a shamm
gooch.poems.xml,"Poems on Various Subjects, 1793","Gooch, Elizabeth Sarah (Villa-Real)",London,1793,,Adieu
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,sitch
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,dines
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,wery
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,ar'nt
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,funny
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,lovey
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,ha'n't
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,sarve
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,be after taking
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,raking pot of tea
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,broide
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,laws
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,auld
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,titman peg!
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,aisy
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,Julus
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,Caret
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,plase
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,crater
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,ax
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,a'ternoon
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,'pologies
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,as how
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,Mrs Thingummy
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,omiums
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,niest
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,funniest
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,most cleverest
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,arnest
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,them there
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,rual
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,wagabones
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,repitation
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,sackerficed
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,sinifies
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,Comparisments
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,odorous
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,Soa
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,un
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,bees
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,by goles
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,rum
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,do'ant
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,she
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,spake
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,och
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,vig
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,ver
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,sarvice
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,clargyman
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,isn't some
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,desarves
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,de
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,shew
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,de littell anti-room
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,dare
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,vill
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,Dare
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,dat
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,vaiting
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,Och
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,och gramachree
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,thinks
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,he
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,pitiful
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,hasn't
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,I'se
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,axed
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,his inperance
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,has
green.romance.xml,"Romance Readers and Romance Writers: A Satirical Novel, 1810","Green, Sarah",London,1810,G.fiction.novel,axe
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,well be looking after a place to rest our-shelves
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,Vife vife
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,to vish
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,woult
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,preat ant putter
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,jonteel
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,Lort Lort!
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,unreasonaple
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,tolt
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,thousant
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,coult
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,vork
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,pe
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,Tutchman
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,vhy
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,creat
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,vithout vater
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,pat
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,alvays
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,preak vithout shtraw
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,alegunt
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,perlite
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,Torothy Torothy!
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,Torothy! tost
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,Tost
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,callows chilt Cot a'
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,voult
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,ploot
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,tear Torothy
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,unperlite
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,Heartentot
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,Ve shalt pe prout
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,vait
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,shentleman
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,Rampleton Rampleton
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,vat
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,vhy ton't
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,apout
murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay,preakfast
